;Player_Name;Transcription_Text
0;TALIESIN;Didn't work last week, why was it going to work this week?
1;TALIESIN;Good evening everybody, and welcome to the second part of our Vampire-palooza here on Critical Role.
2;TALIESIN;(laughter) Yes.
3;TALIESIN;While Matt and Marisha are off on vacation somewhere warm and bright, we will be slinking through the darkness of Los Angeles.
4;TALIESIN;Currently, gosh, everybody looks so pretty.
5;TALIESIN;Actually, it's really hot in here, so I'm going to--
6;LAURA;We already know where you are.
7;LAURA;The hood is pointless.
8;LIAM;Taliesin, when did you get here?
9;LIAM;!
10;LAURA;We're all going to have lisps tonight, you guys.
11;LIAM;I am going to see how long I can last with these fuckers in.
12;LAURA;Because you have really big fangs.
13;TRAVIS;You've already fallen apart.
14;LIAM;Yeah, I know.
15;LIAM;If I can talk with a southern accent, I'm fine.
16;LIAM;But other than that, I ain't good.
17;LIAM;So I'll give you about ten minutes before these suckers come out.
18;TALIESIN;I heard vampires burn.
19;TALIESIN;Get the diesel.
20;TALIESIN;Yeah, everybody looks spectacular.
21;TALIESIN;That's a great cake, by the way.
22;TALIESIN;We'll see how long that lasts.
23;SAM;You're from Portal?
24;LAURA;Yeah, I'm from Portal!
25;LAURA;I'm Chell.
26;SAM;And you're Assassin's Creed?
27;SAM;Okay, I guessed on that one.
28;TRAVIS;And Liam is?
29;LIAM;Hold on, let me check my Pip Boy.
30;LIAM;Yep.
31;LAURA;It really is a Pip Boy!
32;LAURA;It's so cool!
33;TRAVIS;Sam, what is Liam from?
34;SAM;He's from Fallout, he told me.
35;TALIESIN;I'm so impressed so far.
36;LAURA;And what is Travis from?
37;SAM;That's the only one I know.
38;SAM;He is Ellie from The Last of Us.
39;TRAVIS;That's right.
40;TRAVIS;Yep.
41;LIAM;That's the worst Q-Bert cosplay I've ever seen.
42;LAURA;You're Kirby?
43;SAM;I'm Pac-Man.
44;LAURA;Oh.
45;TRAVIS;Are you?
46;SAM;This is apparently Pac-Man.
47;SAM;This was $14 on Amazon and it does not look like Pac-Man to me.
48;SAM;It looks like an M&M.
49;TALIESIN;It looks like a peanut M&M that's really pretending it didn't have a bad day.
50;TRAVIS;Little Shop of Horrors meets peanut M&Ms.
51;LIAM;I've had bad dreams about this.
52;TALIESIN;It's really intense.
53;TALIESIN;I feel like, yeah, between the two of us, with the $15 costume contest.
54;TALIESIN;I'm always a fan of a cheap trip to Hot Topic, so.
55;TALIESIN;We have a sponsor tonight!
56;TALIESIN;We are being brought to you by Tor Books.
57;TALIESIN;Does Pac-Man have anything to--?
58;SAM;Tor Books!
59;SAM;Today's episode is brought to you by our friends at Tor Books, America's largest publisher of science fiction and fantasy.
60;SAM;On November 14th, Tor Books is proud to release Oathbringer, by Brandon Sanderson.
61;SAM;The third book in the #1 best-selling Stormlight Archive follows The Way of the Wings and Words of Radiance.
62;SAM;To gear up for your return to Roshar, which apparently is something from the book, Tor Books is celebrating by offering fans a chance to win an exclusive, one-of-a-kind Bag of Holding.
63;SAM;This 100% leather messenger bag was handcrafted by Beastman Caravan and contains a copy of Oathbringer to help you on your quest.
64;SAM;For a chance to win and for official rules, visit the link that will be on your screen, and follow Tor on Twitter at @torbooks to tell them what's in your Bag of Holding using the hashtag #torbagofholding.
65;SAM;Because they're watching, guys, real quick, they're a huge sci-fi publisher.
66;SAM;This is my chance to pitch my book.
67;TRAVIS;That's really smart!
68;SAM;I've been pitching it around town, not really getting traction, but they're watching.
69;SAM;Captive audience.
70;LIAM;And you are dressed for success.
71;SAM;So bear with me.
72;SAM;Here's my pitch.
73;SAM;Elevator pitch.
74;SAM;The year is 9999 and techno-cyber detective Icarus Dunk is tracking the infamous Extonium bandit, Wrath McQuaid through the radiation mines of Sector Nine.
75;SAM;Armed with his trademark time cannon, Icarus came ready for danger, but didn't bargain for love.
76;SAM;At a hex-fuel outpost in the desert world of Crypto-Diphthong Nine, Icarus' ship, the STS Peacock, docks with a mysterious vessel piloted by the most beautiful Gorgon he's ever laid his eyes on: the leggy, legendary ecto-crystal smuggler named Crasnogorofst Nine.
77;SAM;All of her faces are as gorgeous as her name.
78;SAM;With Icarus and Crasnogorofst Nine together, will the universe ever be the same?
79;SAM;Think of it like Ender's Game meets Dune, but with Asimov dialog and Heinlein twists, and a little dash of, I don't know, The Name of the Wind or something.
80;TRAVIS;I'm pretty sure there was some Rick and Morty in there too.
81;SAM;It's available.
82;SAM;It doesn't currently have a publisher yet.
83;SAM;Also, I haven't written it yet.
84;SAM;I'm trying to sell it on the pitch.
85;LAURA;Yeah, good call.
86;SAM;Thank you, Tor Books!
87;SAM;Please buy my book.
88;TRAVIS;Laura will be stealing this book.
89;LAURA;Yes I will!
90;TALIESIN;On that note of stealing books, I don't know, that was my best segue.
91;TALIESIN;It's the segue I have.
92;TALIESIN;We go with the segues we have.
93;TALIESIN;Merchandise.
94;LAURA;How is that at all having to do with--
95;TALIESIN;I didn't say it was a good segue, I said it was the segue we have.
96;LAURA;Okay, I'm really-- it's hard to tell if these cameras are on us, but I think that they are.
97;TALIESIN;This new setup is very strange.
98;LAURA;I have two things to tell you about tonight.
99;LAURA;This is good for the holidays.
100;LIAM;I am so excited.
101;LAURA;These are Strongjaw Ale coasters!
102;LAURA;For your personal Strongjaw bar at home!
103;LAURA;Look at these fucking-- and they're like, rubbery.
104;LAURA;They're cool as fuck.
105;TALIESIN;The back of them is pretty cool, too.
106;SAM;Aged six months in a Bag of Holding.
107;LAURA;Like our shirts, man!
108;LAURA;With our Critical Role logo!
109;LAURA;It's pretty tight!
110;TRAVIS;And it's, like, super textured.
111;LAURA;In addition to those wonderful stocking stuffers, I have, okay, so these have been in the works for a very freaking long time.
112;LAURA;Finally, we can announce them!
113;LAURA;With teeth in our mouth.
114;LAURA;Okay, okay!
115;LAURA;So, it's a set of d20s, but they're all inspired by our characters.
116;LAURA;We designed all of our dice ourselves.
117;LAURA;And it comes in this Vox Machina logo bag, but it looks like it's from Gilmore's Glorious Goods!
118;LIAM;We picked the texture and the color and the design for the d20!
119;LAURA;I have never sounded nerdier in my entire life, and I love it.
120;TRAVIS;All the d20s are something different.
121;LAURA;Sam, yours is a total troll dice.
122;SAM;Is this mine?
123;SAM;I can't read it.
124;LAURA;You specifically asked for--
125;SAM;This was a long time ago.
126;LAURA;Yeah.
127;LAURA;You were like, I want people to not be able to read it.
128;SAM;Yeah, I'm a dick.
129;LAURA;So his is sparkly with purple on pink.
130;LAURA;It's really hard to read.
131;TRAVIS;Keyleth's has antlers.
132;LAURA;Mine is really beautiful because it's inspired by my white dragon armor.
133;TRAVIS;Mine has a big ale of mug on the 20.
134;LAURA;Yeah, and the 20s have our little icon on the 20!
135;TALIESIN;This is the Sarenrae logo.
136;TRAVIS;Oh, yours is dope, with the two arrows and the bear paw!
137;TRAVIS;It looks all marble-ized!
138;LAURA;And he's got the de Rolo family crest.
139;LIAM;I have a dagger and a feather crossed into an X.
140;TRAVIS;What nerd got a book on theirs as the 20?
141;LAURA;I know, what a loser.
142;LIAM;Who likes books?
143;LIAM;Except books from Tor Books!
144;LAURA;There's the segue!
145;TRAVIS;Get your d20!
146;TRAVIS;And it's soft, as with all of our things.
147;LAURA;Online, right now!
148;LAURA;They're in the store right now!
149;TALIESIN;Oh my god, I can't believe it finally happened.
150;LAURA;I know, in the store!
151;LAURA;Right now!
152;TALIESIN;We have been working on this for quite a while.
153;LAURA;Yeah, this is coming out this week, and then we've got more merch coming out for the holidays.
154;LAURA;So you know, keep your eye on the shop.
155;LAURA;You don't have to, I'll be announcing it.
156;LAURA;You don't have to.
157;LAURA;Yeah, I have enough for all of us to take.
158;LIAM;Taliesin, may I use the V.A.T.S.
159;LIAM;system this evening?
160;TALIESIN;I'll allow it.
161;TRAVIS;Where did that come from?
162;TRAVIS;Oh shit!
163;LAURA;You are so fancy!
164;LAURA;I don't even have a Portal gun, and he's got two guns!
165;LIAM;This was a Nerf gun that I got on Etsy, painted by some charming fellow or a lass.
166;TALIESIN;This whole game is going to feel so horribly wrong with that accent.
167;LIAM;Oh, the teeth are coming out.
168;LIAM;I cannot do the whole night with the teeth, no way.
169;TALIESIN;I'm not going to fight it.
170;TALIESIN;The Critical Role podcast is up on iTunes, Google, and geekandsundry.com.
171;TALIESIN;We're up to apparently episode 55.
172;TALIESIN;I know!
173;TALIESIN;That's a lot!
174;LIAM;We've done that many episodes?
175;TALIESIN;We've done over a hundred now.
176;TALIESIN;It doesn't feel like that, does it?
177;TALIESIN;It doesn't make any sense.
178;TALIESIN;I know, slouching toward the end.
179;LIAM;Thanks, Pac-Murderer.
180;TALIESIN;Goddamn it.
181;TALIESIN;It's also available on Amazon Alexa, which I haven't quite figured out what that means yet, but I'm fascinated by the notion of this.
182;SAM;Wait, so I can say-- We've talked about this before.
183;TALIESIN;We've talked about this.
184;TALIESIN;We did a whole gag.
185;SAM;I could say, Alexa, play Critical Role.
186;SAM;I'm going to do it tonight.
187;LAURA;What?
188;LAURA;Really?
189;LAURA;It might work?
190;TALIESIN;Open Critical Role.
191;TALIESIN;If you have one, you can simply ask Alexa to open Critical Role.
192;TALIESIN;Alexa, open Critical Role.
193;TALIESIN;I don't have one.
194;TALIESIN;A lot of people are really angry at me now.
195;TALIESIN;I hope so.
196;TALIESIN;Second issue of the comic book has come out.
197;TALIESIN;It's amazing and it's fabulous, and you two are adorable.
198;TALIESIN;It's great.
199;TALIESIN;Let's see, what else have we got here?
200;TALIESIN;You and Marisha did a thing that got released today.
201;LIAM;Oh my god, yeah!
202;LIAM;Sagas of Sundry: Madness!
203;LIAM;Came out.
204;TRAVIS;The tongue lick after each sibilant is the best.
205;LIAM;There's too much extra shit with them!
206;LIAM;Too much wax.
207;LIAM;I'll try again another year.
208;LIAM;Yeah, Sagas of Sundry: Madness.
209;LIAM;Ivan led us on a fucking wild ride and scared the shit out of me a little bit, initially.
210;TALIESIN;I haven't seen the prequel yet, but I saw some footage and it looked pretty intense.
211;LIAM;Came together real good.
212;LIAM;Real good.
213;LIAM;Should definitely try it.
214;LIAM;It's on Project Alpha now.
215;TALIESIN;Yeah, there's a little trailer on YouTube that went up today if you want to get a glimpse.
216;TALIESIN;If you want to get an idea of what the thing looks like, the preview episode of the first season is available on Twitch.
217;TALIESIN;You can find that and see if you like the idea of people using a giant wooden tower to play a game.
218;TALIESIN;It's pretty cool.
219;LIAM;Oh, it was nerve-wracking!
220;LIAM;And it's Halloween, so it's timely.
221;LAURA;It's hot in here, so my cake is melting.
222;SAM;Can we eat it?
223;LAURA;Yeah, we can totally eat it at the break!
224;TALIESIN;Next week, I'm not running another Vampire game because this is stressful and I need to take a vacation.
225;TALIESIN;Let's be honest, it's because this is stressful and I need to take a vacation.
226;TALIESIN;Boy, am I really looking forward to being on the other side of this piece of wood.
227;LIAM;Why do you think the Mercers went around the planet?
228;TALIESIN;Man, I would escape to another continent myself.
229;SAM;I think you mean the Rays.
230;LIAM;They're kicking it in Australia right now, having a blast.
231;TRAVIS;New one of these next week.
232;SAM;Yeah, what are we doing next week?
233;SAM;Are we announcing that?
234;SAM;One-shot?
235;TALIESIN;I choose you, Pikachu.
236;TRAVIS;Yeah, I'm doing a one-shot.
237;SAM;Travis Willingham one-shot.
238;TRAVIS;Or rather, Grog is running a one-shot.
239;SAM;That is a high-concept piece.
240;TRAVIS;Grog's game-night comes next week, where we will all play Bunions and Flagons.
241;SAM;That could be a disaster.
242;LIAM;Big math night.
243;TRAVIS;Lots of algebra, trigonometry.
244;LAURA;So we're playing as our characters, playing a game.
245;TRAVIS;Yep.
246;TRAVIS;A game within a game, if you dare.
247;LAURA;So all we have to do is outsmart Grog?
248;TRAVIS;Pretty much.
249;TRAVIS;But he is the game master, so.
250;TRAVIS;Nothing to worry about.
251;TRAVIS;Everyone's totally safe and fine.
252;TRAVIS;And you're alive, by the way.
253;LIAM;Not even thinking about it, I'm just taken by how handsome you look tonight.
254;TRAVIS;Oh, good!
255;TRAVIS;Thanks!
256;TRAVIS;I killed a bunch of clickers to get here.
257;TRAVIS;There were some cannibals.
258;TRAVIS;But the Fireflies are on my six, so we should get started.
259;TALIESIN;You should not wear makeup more often.
260;TALIESIN;I think it really brings out your-- You have a natural glow to yourself right now.
261;LIAM;Don't worry about going gray, because it's working.
262;TRAVIS;It makes me look far wiser than I actually am.
263;TRAVIS;I can reverse math all day.
264;TALIESIN;So to keep things moving, because apparently I should do that even though I'm really enjoying this: there's no Talks Machina this Tuesday because it's Halloween.
265;TALIESIN;Instead of Talks Machina, you're going to enjoy Eric Campbell's Cthulhu one-shot on the 7:00-10:00 time.
266;TALIESIN;Our Wednesday Club this week is going to be Japanese influence on American comics with Erika Ishii, which should be fun.
267;TALIESIN;Tomorrow, we are doing our first little Halloween fun with Gather Your Treats on Gather Your Party.
268;TALIESIN;You're going to see my real Halloween costume, which is not on theme with this episode.
269;TALIESIN;Oh, it's fancy as fuck.
270;TALIESIN;It's bad.
271;LIAM;I feel fancy as fuck.
272;TALIESIN;You look fancy as fuck.
273;LAURA;You're like, Fallout Glamor.
274;LIAM;Yeah, we got a map tonight, so we're fine.
275;LIAM;There's Geek & Sundry right there.
276;LIAM;There's the Burbank Airport.
277;LIAM;Let me check my data.
278;LIAM;Oh, it's all the secrets!
279;TALIESIN;So I apologize, things are going to be a little weird tonight.
280;TALIESIN;I've got some tech things that I'm still figuring out.
281;TALIESIN;But in the meantime, I think that's the end of announcements.
282;LIAM;Oh nope!
283;LIAM;There's one last little thing.
284;LIAM;Starting next week, we're going to be doing a last, final round of Vox Machina character playlists.
285;LIAM;Whoa.
286;LIAM;Not everybody's ready.
287;LIAM;Mine is ready, so we'll start with me.
288;LIAM;Probably Keyleth after that, and then we'll figure out from there.
289;TALIESIN;I've got, like, half of one.
290;TALIESIN;I'll finish it up.
291;LAURA;Yeah, I've got some really good songs, but I don't have all my songs.
292;LIAM;Well, you've got about three or four weeks to figure that out.
293;LAURA;Yeah, it's fine.
294;LAURA;I've got plenty of time.
295;TRAVIS;We do have one extra announcement.
296;TRAVIS;I forgot.
297;TRAVIS;November 17th, some of us will be attending PAX Unplugged in Philadelphia.
298;TRAVIS;There will be Matt and Marisha.
299;TRAVIS;Taliesin.
300;TRAVIS;Liam will be making it.
301;TRAVIS;Laura and I will be in Australia, unfortunately.
302;LAURA;Yes, at Supanova, come see!
303;TRAVIS;Sam can't make it, but the four of them will be intrepidly braving the Philadelphia PAX Unplugged.
304;TRAVIS;You're such a goober.
305;TRAVIS;They'll be there.
306;TRAVIS;You can see them Friday night.
307;TRAVIS;There will be two things.
308;TRAVIS;Let's make sure that I have this right.
309;TRAVIS;1:00-2:30pm Eastern Standard Time is the Critical Role panel and then the signing will be 5:30-7:30 Eastern Standard Time.
310;TRAVIS;PAX Unplugged on Friday.
311;TRAVIS;Info should be on the website.
312;TRAVIS;If it changes stay tuned.
313;TRAVIS;If you're in that area, come out, throw things at them because we won't be there.
314;TALIESIN;Encouraging all sorts of bad behavior.
315;TALIESIN;We'll see if you live through the night.
316;TALIESIN;That'll be cool.
317;TALIESIN;I think it's time for us to take a moment and prepare ourselves so I can get a bit of my aggravation and pent-up frustration out on you as we start to pick up tonight's episode of Thursday by Midnight Part Two.
318;TALIESIN;And again thank you to White Wolf and to Onyx for everything they've done and I'll talk a little bit about that during the game.
319;TALIESIN;Thank you guys so much and let's roll the game.
320;TALIESIN;[dramatic music] That delighted me, that didn't really throw me, it was just pleasing.
321;TALIESIN;When we last left the game-- That's weird to say.
322;TALIESIN;We had just dove underneath the Wednesday Club table into a mysterious hole in the back of the studio just in time to see fire and air pressure push everything, bedlam and sounds and screams and fire above us and thankfully you had gotten to cover underneath the table and whatever's going on up there, there's still terrible commotion.
323;TALIESIN;You can hear things falling, you can hear things breaking and shredding and the fires are obviously spreading.
324;TALIESIN;You can feel the heat pushing through the table.
325;TALIESIN;But thankfully there seems to be some sort of break in the floor.
326;LAURA;I found it!
327;TALIESIN;You did find it.
328;SAM;Good job, vampire Laura.
329;TALIESIN;And this perhaps is how somebody got access to this building, I don't know.
330;TALIESIN;Right now you've got about ten feet of clearance on the little cap that's keeping the fire at bay.
331;TALIESIN;A couple of you are still a little hungry.
332;LAURA;Just a little hungry.
333;SAM;I'm not hungry.
334;LAURA;You're sup-- oh, oh!
335;TALIESIN;You're fine at the moment.
336;SAM;Yeah.
337;LAURA;Maybe, you guys, should I sneak ahead?
338;LAURA;Should I obfuscate ahead?
339;TRAVIS;Obfuscate?
340;TRAVIS;I don't think you used that term correctly.
341;LAURA;Obfuscate?
342;TRAVIS;That means you vanish, but you've got to hold still right?
343;LAURA;No.
344;SAM;Can we talk for a second about who was that up there?
345;SAM;Gary Gygax?
346;TRAVIS;Yeah.
347;TRAVIS;And to our rescue came Matthew Colville.
348;SAM;Matthew Colville.
349;SAM;Was he undead?
350;SAM;Or was he just a man?
351;LIAM;I think he was a vamp.
352;LAURA, SAM;Was he?
353;TALIESIN;He may have been a vamp, or maybe he was just a really good guy.
354;TALIESIN;You don't know.
355;TRAVIS;Did he have claws?
356;TALIESIN;He did have claws, briefly.
357;TALIESIN;There was some slight claw.
358;TALIESIN;You would have noticed that.
359;LIAM;And Gary Gygax, beloved for inventing our cherished game.
360;LIAM;I'm a snaggle tooth now.
361;LAURA;You just took one out?
362;LIAM;I just took one out, sure.
363;LIAM;For now.
364;LIAM;I'll change it, it'll be different teeth at different times.
365;LIAM;Sometimes there will be none, sometimes there will be both.
366;LIAM;Let's make it none.
367;LIAM;And Gygax had very long protruding fingers, like obscenely long fingers, right?
