;Player_Name;Transcription_Text
0;MATT;Welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors get together and play Dungeons & Dragons.
1;MATT;Tonight, apologies for the slight technical issues, but we're back and we're going to be playing through tonight's adventure.
2;MATT;Before that gets started, let's go ahead and get through a couple of quick announcements.
3;MATT;First and foremost, it's our third week of our Loot Crate sponsorship.
4;MATT;Thank you very much.
5;MATT;(cheering) Thank you for your interest in our show and our audience, so for those of you who are interested, Loot Crate is a really cool service where once a month they bring you themed boxes that have mystery contents within that are part of that theme.
6;MATT;All generally pop culture and geek-centric.
7;LAURA;Taliesin, you're so loud!
8;MATT;Taliesin, quiet!
9;SAM;Shut up, Taliesin.
10;SAM;Jesus.
11;SAM;(laughter)
12;TRAVIS;Stop masturbating during the announcements.
13;LAURA;It's so loud.
14;LAURA;What are you doing?
15;TALIESIN;I think I hit my microphone.
16;SAM;Don't worry.
17;SAM;You're not an audio professional.
18;MATT;That's okay.
19;MATT;At least it wasn't during a very climactic and important emotional moment in the game.
20;TRAVIS;(laughing) Yeah, that's right.
21;ASHLEY;You're welcome!
22;MATT;(laughs) Anyway, yeah.
23;MATT;Loot Crate's awesome.
24;MATT;We've gone with it for years.
25;MATT;They send mystery items that are all geek and pop culture-related.
26;MATT;They're a lot of fun, and if you go to their website at www.LootCrate.com/criticalrole and check it out.
27;MATT;If you like it and you get a subscription, you can use criticalrole-- one word-- as a promo code to get $3 off a subscription.
28;SAM;I'm wearing some of the stuff from the crate right now.
29;TRAVIS;And they've got a power crate coming out.
30;LAURA;David Bowie!
31;LAURA;Labyrinth!
32;TRAVIS;They have an Infinity Gauntlet oven mitt.
33;MARISHA;That's pretty dope.
34;LAURA;Is that giving something away?
35;LAURA;I feel like we gave spoilers.
36;LIAM;It was already Periscoped.
37;LAURA;Oh, that's true.
38;LAURA;Never mind.
39;MATT;That would be nice in the box.
40;MATT;We're good?
41;MATT;We didn't waste it?
42;LIAM;What's in the box?
43;ASHLEY;(singing) A dick in a box.
44;MATT;I hope there is no dick in a box as part of this service.
45;MATT;Or perhaps I guess you do, depending on-- that's a whole different box service.
46;MARISHA;If there is, you should call your local post office.
47;MARISHA;(laughter)
48;MATT;That's a love box membership.
49;MATT;Anyway, so!
50;MATT;Also, once again, I want to remind everyone, we are happily carrying along the torch of 826LA, a fantastic charity that's been with us from the very beginning.
51;MATT;826 is a wonderful charity that promotes creative writing skills and literacy in mostly underprivileged kids at a young age, at which they normally don't have access to tutoring and people to help them on that direction, so if you can and have the opportunity and you're feeling like giving to some awesome people out there, 826LA, and 826 in general in your area, is a great charity to take a look at, so please.
52;MATT;You guys have been a tremendous help in the past and you may continue to be so, if you wish.
53;TRAVIS;Absolutely.
54;MATT;Good times.
55;MATT;Let's see.
56;MATT;Taliesin is joining us from Hawaii.
57;MATT;Where are you at, Taliesin?
58;TALIESIN;Where am I right now?
59;TALIESIN;I'm in my hotel room.
60;TALIESIN;Somewhere-- which island are we on?
61;TALIESIN;Oahu.
62;TALIESIN;We're on Oahu.
63;TALIESIN;For Amazing Comic-Con.
64;MATT;If you're on Oahu and you're watching this, you should go say hi to him.
65;MATT;Not right now, but tomorrow and Sunday.
66;MATT;And the rest of the great folks that are out there with you.
67;MATT;All good people.
68;MATT;Big old Street Fighter troupe.
69;MATT;Also, we have Travis and his nose goblin and Laura, you guys are attending Puerto Rico Comic-Con?
70;LAURA;Yeah!
