;Player_Name;Transcription_Text
0;KEVIN;All right!
1;KEVIN;(cheers) Welcome!
2;KEVIN;Is my mic on?
3;KEVIN;It's on, whoa, yeah, welcome to the very first inaugural premiere edition of Critical Role live!
4;KEVIN;Guys, my name's Kevin.
5;KEVIN;I am the social media director for Geek and Sundry-- yes, thank you very much, I am indeed a very cool person.
6;KEVIN;I've been with Geek and Sundry for about eight months now, it was really intimidating at first because I kept mixing up Vax and Vex.
7;KEVIN;Yeah, I still mix up Vax and Vex.
8;KEVIN;But okay, what I was going to say was that Critical Role fans are the warmest, most welcoming fans.
9;KEVIN;(cheering) Yeah!
10;KEVIN;Except for that guy.
11;KEVIN;Right?
12;KEVIN;But no, I love you guys, give yourselves a big hand, thank you so much.
13;KEVIN;(cheering) I want you guys to know, this is our first time doing this, this is as I said the first inaugural premiere, they're all synonyms, right?
14;KEVIN;So if you're like me you're extremely excited.
15;KEVIN;But please remember that all the people at home are still watching, say hi to the people at home, hi people at home.
16;AUDIENCE;Hi!
17;KEVIN;Right?
18;KEVIN;So please do me a favor, put your phones on silent, all right?
19;KEVIN;The house lights are going to be kind of dim, so you can use your phones, you can tweet, you can do social media posts, whatever you want, if there's a Cubone somewhere please let me know, tweet at me.
20;KEVIN;I need like ten Cubones.
21;KEVIN;So yeah, just put everything on silent and be silent about it.
22;KEVIN;You can tweet about the show, please use the hashtag #CriticalRoleLive, surprisingly enough.
23;KEVIN;Do me another favor, don't do the concert pic thing where you put your phone up and record for ten minutes at a time, because there are people behind you, as you may or may not know, so I'd really appreciate that.
24;KEVIN;The other thing is, this not a Rocky Horror thing, so don't shout out like, I would like to rage.
25;KEVIN;Don't do that stuff, don't how do you want to do this?
26;KEVIN;Don't do that stuff.
27;KEVIN;Be respectful of the people on stage.
28;KEVIN;Think of this as a funny play.
29;KEVIN;You can laugh, you can woo, but maybe don't shout out suggestions.
30;KEVIN;Especially the suggestions that I know a lot of you have in your heads, right?
31;KEVIN;Wait, I have one other thing.
32;KEVIN;There's a merch thing.
33;KEVIN;The merch table's going to be open after the show, is that right?
34;KEVIN;Yes.
35;KEVIN;After the show, the merch table's going to be open, so if you didn't get a chance to get merch, you're going to get another chance to get merch, so don't worry about that.
36;KEVIN;Is there something else?
37;KEVIN;VIPs will get your posters after, so if you're a VIP, you'll get a poster, just come-- where?
38;KEVIN;Upstairs.
39;KEVIN;Okay.
40;KEVIN;Don't worry.
41;KEVIN;Right.
42;KEVIN;Thank you.
43;KEVIN;Let's hear it for Claudia once again, guys.
44;KEVIN;(cheering) All right, so, do you guys want to bring them out?
45;KEVIN;(cheering) All right.
46;KEVIN;Let's start with the master of dick-lightning and shit-scrying, playing Scanlan Shorthalt, Mr. Sam Riegel!
47;KEVIN;(cheering) All right!
48;SAM;Thanks!
49;SAM;You get a car!
50;SAM;You get a car!
51;SAM;You get a car!
52;KEVIN;Guys, get your tickets to the gun show, because the gun show's coming to town.
53;KEVIN;Playing Percival Fredrickstein von Mussel Klossowski de Rolo III of Whitestone.
54;KEVIN;Yeah, right, right.
55;KEVIN;Taliesin, let's bring him out, Taliesin Jaffe!
56;KEVIN;(cheering) Guys, put your hands together, put your antlers on your head, for Keyleth.
57;KEVIN;Marisha Ray!
58;KEVIN;(cheering) Is she here?
59;KEVIN;She's so stealthy, I don't understand.
60;MARISHA;I'm an independent woman, all right?
61;TALIESIN;Never mind, I give up.
62;KEVIN;All right, let's bring out the man I have a massive man-crush on--
63;SAM;I'm already here!
64;KEVIN;Liam O'Brien as Vax'ildan!
65;KEVIN;(cheering)
66;LIAM;What the hell!
67;KEVIN;This next woman was stuffing exotic animals into tiny balls before it was cool.
68;KEVIN;Laura Bailey as Vex'ahlia!
69;KEVIN;(cheering) She's got the hipster glasses to prove it.
70;LAURA;Yeah, that's right.
71;LAURA;It's not for seeing at all, I don't...
72;KEVIN;And the next guy, the next guy, get out your tubs of mayo for Mr. Travis Willingham as Grog freaking Strongjaw!
73;KEVIN;(cheering and chanting) All right, let's, let's bring it down.
74;KEVIN;Guys, there are certain names that people whisper with reverence.
75;KEVIN;Because those names belong to the breakthrough artists in their field.
76;KEVIN;Jim Henson, Bob Dylan, Madame Curie.
77;KEVIN;(laughter) Tonight we have one of those names with us.
78;KEVIN;You may know him.
79;KEVIN;Ladies and gentlemen, Mr. Matt Mercer.
80;KEVIN;(cheering)
81;MATT;Oh boy.
82;MATT;That's a lot, that's a lot of people.
83;LAURA;Oh my gosh.
84;MATT;All righty, let me shore up my positioning here on the camera for you fine folks and open my energy drink because that's what makes this show happen.
85;TRAVIS;Caffeine and drugs.
86;MATT;(shushing noises) Anyway, welcome everybody to our first Critical Role live, all of you folks there on the internet and everyone here in person in Los Angeles, California.
87;MATT;(cheering) Welcome to Critical Role, where a bunch of us nerdy-ass voice actors get together, roll dice, and play Dungeons and Dragons.
88;MATT;Tonight we have a fantastic pick-up of last week's story where the adventuring party Vox Machina found themselves wandering through the Feywild.
89;MATT;However, before that happens, let us get to our fantastic sponsor for the evening.
90;MATT;Once again, this episode is brought to you by Loot Crate, they've been awesome.
91;MATT;So thank you guys so much.
92;MATT;(cheering) The current Loot Crate theme for July is Futuristic, includes a lot of awesome Rick and Morty, Futurama, Mega Man, Valiant Comic stuff, Star Trek, that fun element there.
93;MATT;We've got music playing, it's on.
94;MATT;Oh man, I feel like things are happening.
95;SAM;Music's working?
96;LAURA;Music works, you guys, music works.
97;MATT;There we go.
98;MATT;Perfect.
99;MATT;Tech stuff is coming together.
100;MATT;Yeah, so Futuristic is their crate theme this month.
101;MATT;We also have the anime Loot Crate is themed Squadron.
102;MATT;Has a bunch of stuff from Gundam, Gate, Arpeggio of Blue Steel, Antimagic Academy, a lot of exclusive stuff, of course you guys can go ahead and get $3 off a subscription by going to lootcrate.com/criticalrole and putting in criticalrole, one word, in your nice little Loot Crate subscription bonus.
103;TRAVIS;I chew on Goku's head a lot.
104;TRAVIS;I'm a fixated-- it's cool.
105;MATT;And the paint is actually healthy to eat, apparently.
106;MATT;That's not at all the reason why Grog's intelligence is that low.
107;MATT;So, if you haven't checked it out yet, check out Loot Crate, thank you guys so much for sponsoring our show, we love you.
108;MATT;Great.
109;MATT;So.
110;MATT;Next up we have-- we recently had a t-shirt contest, didn't we?
111;MATT;Laura, if you want to take that away for me.
112;LAURA;Oh, this?
113;LAURA;Okay, so I get to announce who the official winner is?
114;MATT;You do, actually, yeah.
115;LAURA;Oh my gosh, this is so exciting.
116;LAURA;Okay.
117;LAURA;So the official winner of the first Critter contest is... Against the Chroma Conclave, designed by Antmageddon!
118;LAURA;(cheering) So!
119;LAURA;As of right now, that shirt is available in the Geek and Sundry store for preorder.
120;LAURA;It's going to be there for I think two weeks?
121;LAURA;And it's available in sizes small through 3XL, which we're really excited about.
122;LAURA;And yeah, so that's that, so.
123;TRAVIS;Go get one!
124;LAURA;Go you guys for voting on that, you rock, even with shenanigans.
125;MATT;There were so many amazing contenders for that contest that the community puts out, so we--
126;MARISHA;And we got hacked, which means we made it.
127;MATT;Yay!
128;MATT;Next announcement I have, when I arrived here I discovered that there was an actual PokeGym as a part of this mall, I'd like to ask Team Valor to go ahead and make sure that shit leaves red.
129;MATT;(cheering and booing)
130;TRAVIS;What a response!
131;LAURA;That was a mixed reaction.
132;MATT;Look, the whole San Fernando Valley's blue, okay, give me something!
133;MATT;All right, anyway.
134;MATT;Yeah, it's become a thing.
135;MATT;And we have another cool announcement.
136;MATT;Travis, do you want to take it away on that one?
137;TRAVIS;Yes we do, the response to this live event was so amazing that we are super stoked to announce that we are going to also be doing Critical Role live in Indianapolis during GenCon on August 6, Saturday night.
138;TRAVIS;Tickets will go on sale- I think they're on sale now.
139;LAURA;Right now.
