;Player_Name;Transcription_Text
0;MATT;Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around, roll dice, and play Dungeons and Dragons.
1;MATT;Yes, in my face.
2;MATT;Thanks, Travis.
3;MATT;So tonight we'll kick off here with some announcements.
4;MATT;"First and foremost, the first run with Loot Crate went very well; you guys rose up and showed your interest in that fantastic product and they've come back!"
5;MATT;(cheering)
6;TRAVIS;Put the stank down!
7;TRAVIS;Loot Crate!
8;MATT;Once again--
9;SAM;(airhorn sounds) (laughter)
10;MATT;That's wonderful.
11;MATT;So yeah, so those of you guys who are tuning into this wonderful offer for the first time, they are offering a $3 subscription-- the word escapes me for some reason.
12;SAM;Discount.
13;MATT;Discount, that's the word, because my brain is stuck in fantasy mode.
14;MARISHA;Discount code.
15;MARISHA;I love that you called it a modifier!
16;MATT;He said modifier.
17;MATT;That was Travis on that one.
18;TRAVIS;Jock said modifier, y'all.
19;MATT;Minus $3 modifier to your Critical Role subscription for Loot Crate.
20;MATT;But no, Loot Crate is a monthly subscription box.
21;MATT;They make a really awesome, continuously new array of geek-centric and gamer gear, toys, T-shirts, wearable content, collectibles, it's badass.
22;MATT;Me and Marisha have been members for years ourselves.
23;MARISHA;And Taliesin.
24;MARISHA;High-five.
25;MARISHA;There we go.
26;TALIESIN;High-five.
27;TALIESIN;That was so awkward.
28;MATT;That was delightfully awkward.
29;MATT;That was great.
30;MATT;So we announced at the end of the last run with Loot Crate that their new upcoming box is themed dystopia.
31;MATT;It's everything post-apocalyptic, they've had a lot of really awesome Robocop, Terminator 3, Matrix items and Bioshock items--
32;LAURA;Fallout 4!
33;MATT;--a bunch of really cool things in this next Crate.
34;MATT;Plus, on top of the previous stuff we've offered, they also put out what's called a DX Box, this Dystopia DX.
35;MATT;Which is a special, premium box which contains over $100 in items into it, it's for the really hardcore awesome collectors out there.
36;MATT;And the box itself is a lot bigger--
37;TRAVIS;Yeah!
38;TRAVIS;Look at that thing!
39;SAM;It stands for Damn!
40;SAM;Extreme!
41;SAM;(laughing) Are we unboxing?
42;SAM;Are we doing this?
43;TRAVIS;Don't let him get ahead of us!
44;TRAVIS;Open that thing!
45;SAM;Are we just doing the DX?
46;LAURA;Shut up!
47;LAURA;I gotta savor this.
48;LIAM;Skeletor!
49;LIAM;Mine!
50;LAURA;No.
51;LAURA;no, It said small, it said small, Liam!
52;LIAM;Skeletor.
53;LIAM;Mine!
54;MARISHA;Oh!
55;MARISHA;Is it Skeletor?!
56;MARISHA;Oh, this one's a small too, on this side.
57;LAURA;Oh man.
58;LAURA;I guess the girls get to take advantage of the Skeletor shirts.
59;MATT;(Skeletor voice) I'll get you He-Man!
60;MATT;(cackles)
61;ASHLEY;Whoa!
62;ASHLEY;That's a rad shirt!
63;MARISHA;This is a rad shirt.
64;TALIESIN;There's Street Fighter, Street Fighter gym bag.
65;LAURA;Do you want to roshambo to see who keeps the shirt?
66;MATT;Having had the pleasure of actually playing Captain America once, this is really awesome, and having voiced Iron Man once, this box is made for me.
67;MATT;Now I need to voice Skeletor and I'll be good.
68;TRAVIS;There you go.
69;MATT;That's fantastic.
70;SAM;Oh, I'm wearing a Loot Crate shirt right now.
71;SAM;No, from this month's Loot Crate--
72;TALIESIN;I got my Street Fighter gym bag.
73;LAURA;That's so cool!
74;SAM;Are we allowed to open the small one, too?
75;MATT;Heck yeah!
76;MATT;Do it!
77;SAM;I mean, it's not small.
78;SAM;It's more exclusive.
79;MATT;There you go.
80;LAURA;Did anybody-- who all did voices for Street Fighter?
81;LAURA;Taliesin did-- You do Street Fighter, don't you?
82;TALIESIN;I do, I got my Street Fighter bag.
83;LAURA;So me and Travis will share this one?
84;MATT;There you go.
85;SAM;Here, Marish.
86;SAM;What do we got?
87;MARISHA;This is Dragonball, right?
88;MATT;Yeah, that's Dragonball too.
89;MARISHA;Dragonball!
90;SAM;I mean, it's too much good stuff.
91;MATT;That you are re-rolling a new character, Grog suffered a stroke.
92;TRAVIS;Man, you're good.
93;MATT;I'm pretty fast on that draw.
94;MATT;Pretty quick!
95;MATT;Watch out for the microphone.
96;MATT;I found in here hidden amongst the rest of the big things a really awesome Stan Lee pin, which is badass because years ago, at an Avengers-themed birthday party, we all dressed up, I actually dressed up as Stan Lee, it was a lot of fun--
97;MARISHA;You did.
98;MATT;Yeah.
99;MATT;We got a whole Avengers Last Supper picture with Stan Lee in the middle just going like--
100;LAURA;What?
101;TALIESIN;It was also-- we had a friend who did Jack Kirby and we got a fight sequence going.
102;MATT;Yeah, me and him fought.
103;MATT;You showed up as the Purple Man and you did karaoke to Start Wearing Purple.
104;MATT;That was a good night.
105;SAM;Stan Lee licks every pin.
