;Player_Name;Transcription_Text
0;MATT;Hello everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons.
1;LIAM;It's been a while!
2;LIAM;So long since Matthew Mercer ran Dungeons & Dragons!
3;MATT;It's been a nice break.
4;TRAVIS;That chair has been violated by more than a few people.
5;MATT;I can smell it.
6;TRAVIS;They told me to wear pants.
7;MATT;The very onion musk you got from that end of the table.
8;MATT;"I miss it; I do!"
9;MATT;I'm excited for the new campaign and the new year.
10;MATT;I've been working really hard on that world.
11;MATT;I hope you guys are excited, too.
12;MATT;We'll have information about that first game soon.
13;MATT;But tonight, we're excited because we get to have the fantastic Jennifer Hale join us!
14;JENNIFER;I am honored and terrified.
15;JENNIFER;I am a virgin.
16;TRAVIS;A quote, right above your head, Honored and terrified.
17;JENNIFER;Call me HT.
18;MATT;There you go.
19;MATT;Hashtag.
20;MATT;We're happy to have you.
21;MATT;Excited for you to play.
22;MATT;Once again, don't feel stressed.
23;MATT;Ask questions if you need them.
24;MATT;People are here to help you.
25;MATT;You'll be good.
26;LAURA;Be stressed.
27;LAURA;Very, very stressed.
28;MATT;Laura, we talked about this.
29;MATT;Tonight, on top of that, we have a very special one-shot.
30;MATT;The fantastic folks at Blizzard have come together and asked us to do a Hearthstone one-shot in celebration of the upcoming expansion, Kobolds & Catacombs.
31;MATT;Super excited about that.
32;MATT;For those who aren't aware of it, it's an upcoming expansion for the card game, Hearthstone, that brings the classic fantasy dungeon crawl element to the awesome, existing card game.
33;MATT;It incorporates a bunch of cool, mysterious magical items, nine new legendary weapons, some of which you'll recognize if you've played World of Warcraft in the recent expansions.
34;MATT;There's unidentified magical items that you can find in the game, so this has definitely more of a D&D, classic-dungeon-crawl feel.
35;MATT;There's spell stones you have to power as you go through.
36;MATT;It's got a lot of really cool new mechanics that add to the game.
37;MATT;They have a single-player dungeon run mode now, where you're actually doing a dungeon delve with your Hearthstone deck, playing through a storyline, making choices.
38;MATT;It brings a whole new kind of tabletop element to the game.
39;MATT;I've seen a bunch of it.
40;MATT;They even had me come and sing in the trailer, so I've been tied to this--
41;LAURA;It was so fabulous, Matt!
42;MATT;Possibly other elements of the expansion.
43;MATT;But it's been really fun and we're excited for you guys to check it out.
44;MATT;For those who've been playing the game, there's a new mechanic called recruit, which allows you to recruit members to your party, basically minions from your deck, to help you out.
