;Player_Name;Transcription_Text
0;MATT;Hello, everyone, and welcome to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around, roll dice and play Dungeons & Dragons.
1;MATT;This week, not in costume, to the joy of all of my players.
2;MATT;So welcome back.
3;MATT;We're going to hop in here in a moment, but first, let's get through our announcements.
4;MATT;First and foremost, this week's sponsor is the continuation of Loot Crate being our awesome sponsor.
5;MATT;(cheering) Thank you so much Loot Crate.
6;MATT;I think we announced the new theme for this month's loot crate last week, but Sam, if you would like to give us a couple of words on our sponsor, please.
7;SAM;I am running out of things to say.
8;SAM;So instead, I composed a little song, and I thought that Miss Ashley Johnson could help me with it.
9;ASHLEY;Okay?
10;SAM;I'm going to sing a couple of lines, and it will be very apparent what the rhyming word is, and you chime in with that.
11;SAM;Little known fact, Ashley Johnson, beautiful singing voice, she's a soprano.
12;ASHLEY;I am!
13;ASHLEY;Yes, and?
14;SAM;Here's a song for Loot Crate.
15;SAM;Okay.
16;SAM;Ashley, I need you to focus here.
17;SAM;It's to the tune of the Beverly Hillbillies.
18;SAM;(singing) Well, yeehaw for nerd swag, let's all give a big hoot.
19;SAM;You get a pretty crate and they fill it with--
20;ASHLEY;Loot!
21;SAM;Very good!
22;SAM;(singing) With gear and apparel that'll make you look real cute.
23;SAM;You'll even be attractive when your butt makes a--
24;ASHLEY;Toot!
25;SAM;Very good.
26;SAM;(singing) Subscribe with the link that pops up on your computer.
27;SAM;With the dough that you saved, buy some hot wings at--
28;ASHLEY;Hooters!
29;SAM;Very good.
30;SAM;(singing) You'll be all hot and bothered even if you're spayed or neutered.
31;SAM;So pull down your skirt, and stick that loot in your--
32;ASHLEY;Cooter!
33;SAM;No!
34;SAM;It's in your crate.
35;SAM;You put your loot in your crate.
36;ASHLEY;Oh, sorry.
37;SAM;That's disgusting.
38;SAM;That's disgusting, Ashley.
39;SAM;Jesus!
40;MATT;That's really inappropriate.
41;SAM;Jesus, why would you stick it in your cooter?
42;ASHLEY;It made all the sense.
43;SAM;Holy shit!
44;SAM;Loot in a Loot Crate.
45;SAM;Good God!
46;SAM;Anyway, magic everyone.
47;SAM;Sign up and use the exclusive promo code-- Wait a second, there's a new promo code?
48;TRAVIS;It's new, yeah.
49;TRAVIS;Five dollars off Loot Crate and Loot Crate DX if you use promo code CHAOTICGOOD.
50;TRAVIS;All caps, one word.
51;SAM;Go check it out guys.
52;SAM;I'm done.
53;LIAM;Sam Riegel, you are against the law.
54;TRAVIS;The code is only good for 48 hours.
55;SAM;Wait, is that true?
56;TRAVIS;It is true.
57;TRAVIS;48 hours only.
58;SAM;I should read these before I do the ads.
59;TRAVIS;CHAOTICGOOD!
60;MATT;"Thank you, Sam; I appreciate it."
61;MATT;Ashley, you really need to clean that mouth.
62;ASHLEY;You know, there is only one place to put loot.
63;MATT;Really, keep it in your crate, guys, highly recommended.
64;TALIESIN, LAURA, ASHLEY;Keep it in your crate.
65;MATT;#keepitinyourcrate.
66;MATT;So yes.
67;MATT;Thank you Loot Crate for being our awesome sponsor.
68;MATT;Other announcements: BlizzCon this weekend!
69;MATT;For those who are going to be there, a number of us are going to be there.
70;MATT;There are panels Friday.
71;MATT;Who is going to be there Friday?
72;LIAM;Friday!
73;LIAM;There.
74;MATT;There you go.
75;MATT;Me and Liam will be there Friday.
76;MATT;A number of other of us will be wandering the halls.
77;TRAVIS;I will be in the bathrooms.
78;LAURA;Just hanging out.
79;MATT;Just chilling.
80;MATT;Just looking to massage folks as they come in?
81;MATT;Taking tips?
82;TRAVIS;Ask if they need their hands dried.
83;MATT;So look for that at BlizzCon.
84;MATT;Those of us who have our schedules and have posted them on our twitter, and will probably post it tomorrow as well, so keep an eye out.
85;MATT;Hope to see you guys there.
86;MATT;Also, new GM Tips went up today, on YouTube.
87;MATT;"You guys can check it out; it's every week Wednesday on Alpha and then Thursday on YouTube."
88;MATT;This week's episode deals with trying to get your players to engage more in actual roleplaying, in-character in your sessions.
89;MATT;So go ahead and check it out.
90;MATT;Hopefully it will be helpful for some of you new and old GMs out there.
91;MATT;And let us know what you think.
92;MATT;Also, Marisha, if you want to talk about the new Spotify playlists that we have coming up here.
93;MARISHA;Oh yeah!
94;MARISHA;We did those awesome playlists like a year ago, and if you didn't know, by the way, we did playlists about a year ago, each one of us, for our characters.
95;MARISHA;You should go and check them out.
96;MARISHA;They are deep somewhere in the Geek and Sundry website.
97;LAURA;What's this?
98;MARISHA;Our Spotify playlists.
99;LAURA;Dude, they were so good!
100;MARISHA;They were really good!
101;LAURA;And they give really good background into our characters.
102;MARISHA;Yeah, they actually give a lot of insight, if you pay attention.
103;MARISHA;So yeah!
104;MARISHA;Go look at our playlists, because we are going to be doing a round two, starting next week.
105;MARISHA;Because it has been like 50 some odd episodes, and a lot of shit has happened.
106;TRAVIS;Mine is just going to be animal noises.
107;TRAVIS;(braying)
108;LAURA;What animal was that?
109;TRAVIS;You wish you knew.
110;TRAVIS;Check out the playlist to find out!
111;LIAM;It's just 12 tracks of whale song?
112;LIAM;(whale song) (whale songs) (Grog impersonation) This is me when I'm sad.
113;LIAM;This is me when I'm happy.
114;TRAVIS;He found a tape recorder.
115;MATT;It is all Sesame Street.
116;MATT;All the time.
117;MATT;All right, well, awesome!
118;MATT;Keep an eye out for that.
119;MATT;Starting next week, we will have info available on the Geek & Sundry website and our Twitter, as soon as that becomes available.
120;MATT;Anything else that anyone wants to announce?
121;MATT;So glad you could be here with us this week, Ashley!
122;MATT;(cheering)
123;ASHLEY;Very spur of the moment.
124;ASHLEY;That's it.
125;ASHLEY;(laughter)
126;SAM;Are we going to do this thing at the break?
127;SAM;Is that happening?
128;SAM;What are we going to do?
129;LAURA;Yes!
