;Player_Name;Transcription_Text
0;MATT;Instead of using the table, though, you use Grog's knee.
1;MATT;You just run, jump onto his knee with one foot, leap off, blade in the air, go for the strike.
2;MARISHA;That's cool!
3;LAURA;You can do it, Scanlan!
4;LAURA;(laughs)
5;SAM;What do I add?
6;MARISHA;Your attack bonus.
7;MATT;Attack bonus for your weapon.
8;SAM;I don't know what that is!
9;SAM;(laughter)
10;TRAVIS;It is never used.
11;SAM;Okay.
12;SAM;It's a plus seven!
13;MATT;Yeah, so?
14;SAM;15.
15;SAM;(laughter)
16;MATT;As you rush in the air, you hesitate for a moment, remembering the Pike thing, and you see this burning arcane rage in the face of this entity.
17;MATT;At that moment, that hesitation was all it needed.
18;MATT;It takes the shield and almost knocks the weapon out of your hand.
19;MATT;You catch yourself, land on your feet-- yeah, your fingers sting a little bit.
20;MATT;(laughs) Worth a shot.
21;MATT;All right, in retribution, it's going to strike at you twice.
22;MATT;That's a 15?
23;SAM;That fails.
24;MATT;21.
25;SAM;That is successful.
26;MATT;That is seven points of slashing damage.
27;SAM;Okay.
28;MATT;All right.
29;MATT;Keyleth, you're up.
30;MARISHA;Ugh.
31;MARISHA;You guys, I thought someone was going to kill him!
32;SAM;I tried, but he hurt my wrist really bad!
33;MARISHA;I know, because I don't want to fucking burn any spells on this asshole.
34;TALIESIN;Just hit him with your stick.
35;MARISHA;Just-- ugh.
36;MARISHA;God.
37;MATT;Roll for it.
38;MARISHA;Goddamn it, this hopefully works-- nope.
39;TALIESIN;No!
40;TALIESIN;Wow!
41;MARISHA;Nope, that didn't work.
42;MARISHA;(tink) (laughter)
43;MATT;Heavy armor on these guys.
44;MATT;All right.
45;MATT;Vex, you're up.
46;LAURA;Oh gosh.
47;LAURA;I guess I shoot him.
48;LAURA;Can I see him to shoot him?
49;MATT;I'll say yeah, you can see him all right.
50;MATT;You can move over there and get a better view a little bit.
51;MATT;Just around this corner, off the table.
52;LAURA;And I'm going to Hunter's Mark him.
53;MATT;Hunter's Mark him?
54;LAURA;And then I'm going to shoot him.
55;MATT;Okay, go for it.
56;LAURA;Oh gosh, I'm just so nervous about picking the 20.
57;LAURA;No.
58;LAURA;19?
59;MATT;19?
60;MATT;The arrow hits the armor and shatters across the side.
61;LAURA;Shit.
62;TRAVIS;19?
63;LAURA;24.
64;MATT;24 does hit.
65;LAURA;Okay.
66;TALIESIN;Yay, you hurt it.
67;LAURA;Well, maybe.
68;TRAVIS;That's a high AC.
69;TRAVIS;Because of the shield, right?
70;MATT;Because of the shield and the armor.
71;LAURA;18.
72;MATT;18 points of damage?
73;MATT;With that, the second arrow strikes into the center of its chest armor.
74;MATT;It hits some sort of core where its arcane form is held and the reddish energy blinks out, and the armor just (impact noise) crumples to the ground.
75;TRAVIS;That's two of them!
76;LAURA;What's up, bitches?
77;TRAVIS;That was tough.
78;MARISHA;Okay, I immediately turn my attention to Cassandra.
79;MARISHA;Can I do a medical check on her to make sure she's okay?
80;MATT;Go ahead and make a medicine check, yeah.
81;TRAVIS;Where's Ripley?
82;SAM;I start running out the hall to Ripley.
83;TRAVIS;Me, as well.
84;LAURA;Oh, Trinket is still running after her, too.
85;MATT;All right, make a perception check for Trinket.
86;LAURA;Oh.
87;LAURA;(laughs) Okay, is it his smelling?
88;MATT;Yeah, it's his wisdom bonus.
89;LAURA;I'm rolling a big dice for Trinket!
90;LAURA;Oh, that's good.
91;LAURA;26!
92;MATT;26, okay.
93;LAURA;25.
94;MATT;25, okay.
95;MATT;Trinket is giving chase best it can.
96;LAURA;Except wait.
97;LAURA;Hold on, I get advantage because he's got advantage on smell perception.
98;LAURA;Oh, it's the same thing.
99;MATT;Okay, so Trinket is keeping track, but is having a hard time fully keeping up at this point unless you're giving full attention towards him at this point in time, but is keeping a track.
100;MATT;He is rushing as fast as he can down the stairs and is currently out of your sphere of personal influence at the moment.
101;LAURA;I should have Hunter's Marked her.
102;LAURA;(sighs)
103;TRAVIS;I grab Scanlan, and we're taking off after her out the door.
104;MARISHA;I rolled a 17 on a medicine check.
105;MATT;Okay, checking Cassandra, there is no sign of a wound now.
106;MATT;She seems to be not in any danger.
107;MARISHA;Okay.
108;MATT;So, she's on the ground, dazed.
109;TALIESIN;I'm going to collapse in a corner for a minute and start using my ascot to clean some of the gore off my weapon and my clothing and my mask.
110;MATT;It is a lot of gore.
111;MATT;Okay.
112;LIAM;Are we out of combat now?
113;MATT;You guys are currently out of combat.
114;LIAM;Okay.
115;LIAM;I'm going to, clutching my bleeding belly, walk over toward Keyleth and say, that was a close one.
116;MARISHA;Yeah.
117;MARISHA;You know, I feel like we've been here before-- oh, right.
118;MARISHA;We have been here before.
119;LIAM;You know I'm in love with you, right?
120;LIAM;And I kiss her.
121;SAM;Oh!
122;TALIESIN;(coughs heavily)
123;SAM;Persistent cough.
124;MATT;(laughs) And on that note, we're going to go ahead and take a quick little break!
125;LAURA;What the fuck?
126;LAURA;!
127;MATT;(laughs) All right, quick break!
128;TALIESIN;I want to see what color you turned.
129;TALIESIN;Oh my god, yeah!
130;TALIESIN;(laughter)
131;MATT;All right, awesome.
132;MATT;Quick break, guys!
133;MATT;See you guys back here in a few minutes.
134;TRAVIS;Dude, what?!
135;TRAVIS;[break]
136;ZAC;Couple quick things, guys, or I could just sit here and talk for a good ten minutes, make you guys wait before we come back to the bombshell that was dropped.
137;ZAC;I'm just going to keep going.
138;ZAC;We are 15 away from doing a giveaway, if we hit that 15 we will be doing that giveaway at the very end of this stream, right whenever Matt says that's it.
139;ZAC;We will open up the chat for everyone and do that giveaway.
140;ZAC;I also want to say for all the people wondering what in the world was the No Survivors thing, Snakes on a Plane number one was this last Monday, and it's up on the website right now if you guys are curious and want to check it out, it's probably the funniest thing we've ever done on this channel, and I don't say that lightly.
141;ZAC;But we're doing Snakes on a Plane 2 this coming Monday, so thanks, guys.
142;MATT;Hell yeah.
143;TALIESIN;Snakes on a Plane 2: More Snakes, More Plane.
144;MATT;All right.
145;MATT;So.
146;MATT;With the chaos that has ensued through the battle in Anders's study in the castle of Whitestone, the party looks about, Cassandra de Rolo recovered, and pulled from seemingly the brink of death.
147;MATT;Vax pulled seemingly from the brink of death, and Percy managing to squeak in a second killshot on a member of his list.
148;MATT;As the rest period kicks in, Vax stepped across the room, holding his wound to his side, admitting his affection for Keyleth, and reaching out and kissing her.
149;TRAVIS;Or attempting to kiss.
150;LAURA;Roll for contact there?
151;SAM;Roll for tongue action.
152;MATT;No.
153;LIAM;No.
154;MATT;So, as he breaks from the momentary, unexpected embrace, you catch yourself off guard.
155;LIAM;You know, the way you turn into animals and stuff is really cool.
156;TALIESIN;I'm going to collect some of Vex's arrows.
157;MARISHA;Are you sure you're--
158;LAURA;I leave the room and look for Trinket.
159;MARISHA;Just... let me.
160;MARISHA;And I Cure Wounds him.
161;MARISHA;I'll do a 4th level.
162;MARISHA;Shut up, Sam.
163;MARISHA;I just can't find my spell.
164;MARISHA;Yeah, I'll do that 4th-level Cure Wounds.
165;MATT;Burn all the spell slots.
166;MATT;Go ahead and roll.
167;LIAM;Folks, we don't know what we're doing.
168;LIAM;None of us know what we're doing.
169;MARISHA;I feel like in the moment I would just do it really at a-- shut up.
170;SAM;Sure, overcompensate.
171;MARISHA;Right.
172;MARISHA;What do I roll?
173;MARISHA;Hang on.
174;MARISHA;1d8.
175;MARISHA;So I'm rolling 4d8.
176;MARISHA;I need d8s, goddamn it!
177;MARISHA;Give me d8s.
178;TALIESIN;You can't have my d8s.
179;MARISHA;Why can't I have your d8s?
180;TALIESIN;Okay, fine, have my d8s.
181;MARISHA;That's fine, give me one more.
182;MATT;All right.
183;MARISHA;Okay, 14, 18.
184;MARISHA;(counting)
185;MATT;What are you doing?
186;TALIESIN;I'm collecting three or four of Vex's arrows from the ground and getting them in my hand, and I'm staying back from all of this and letting it happen.
187;MATT;Okay.
188;MATT;Collect the arrows, Vex has stepped out of the room to pursue after Trinket, Trinket is currently pursuing Ripley.
189;MATT;Grog, you watched that happen.
190;TRAVIS;No, Grog and Scanlan ran out of the room after Ripley.
191;MATT;Okay, have you guys bolted out?
192;MATT;Okay.
193;TRAVIS;We're yelling out, Ripley!
194;SAM;Ripley!
195;TALIESIN;Vax, are you all right?
196;SAM;We shouldn't yell, Grog.
197;TRAVIS;Fuck that.
198;TRAVIS;I yell anyway.
199;LIAM;Was there a total?
200;MARISHA;33.
201;LIAM;Yes, I feel better.
202;LIAM;Thank you.
203;TALIESIN;That's good.
204;TALIESIN;I'm going to now take my handful of what is now basically a switch, and I'm going to start whacking him with it really hard on the chest.
205;LIAM;Who?
206;TALIESIN;You!
207;TALIESIN;Don't go into rooms by yourself, god damn it!
208;MARISHA;I back into a corner upon seeing this, as Percy ruins the moment.
209;LIAM;Percival, he had a knife to your sister's throat.
210;LIAM;He was going to kill her.
211;TALIESIN;Thank you, but count to ten.
212;TALIESIN;And now I drop them and go over to my sister.
213;LIAM;I was afraid she was going to die.
214;MARISHA;To be fair, you did get her throat slit, but it's okay.
215;MATT;As you're saying this, you turn around, you can see she's sat up and she sees this conversation and goes, Percy?
216;TALIESIN;Hi.
217;MATT;Percy!
218;TALIESIN;I'm so sorry.
219;MATT;And she gets up off the ground and runs up and just grabs you and embraces you tightly.
220;MATT;You can feel all the muscles tense in her body as she just holds you with a slight shake to her body.
221;TALIESIN;I'm so sorry for leaving you.
222;MATT;I thought you were dead.
223;MATT;She pulls away for a second and just looks at you, and there's a coldness to her face.
224;MATT;She's happy, but even for her young age, you can see there's lines at the corners of her eyes.
225;MATT;She's probably been through a lot.
226;MATT;She smiles and looks up at you again and you can see there's the white shocks in her hair, and she looks up and touches your hair and goes, I see we've both survived quite a bit.
227;TALIESIN;I wouldn't trade.
228;MATT;She laughs to herself, and you see another tear curl at her eye, and then her face goes cold for a second and she, not breaking this gaze, steps back.
229;MATT;You shouldn't be here.
230;MATT;They were using me to get to you.
231;MATT;I'm so sorry.
232;TALIESIN;Are you all right?
233;TALIESIN;Did they do anything?
234;TALIESIN;Are you yourself?
235;MATT;She reaches up and holds her neck.
236;MATT;I'm good.
237;MATT;I'm good.
238;MATT;And she steels herself for a second, and even more so, you see there's an intensity to her.
239;TALIESIN;Perception check?
240;MATT;To...?
241;TALIESIN;Insight.
242;TALIESIN;I want to make sure she's not holding anything really important back.
243;MATT;Okay, go for it.
244;TALIESIN;Insight?
245;TALIESIN;Do I get a bonus for that right now?
246;TALIESIN;It's a wisdom-- yeah!
247;MATT;No, because you were concentrating.
248;TALIESIN;This is not a saving throw, though.
249;MATT;Yeah, and that's wisdom, not a saving throw.
250;TALIESIN;11.
251;MATT;11.
252;MATT;Okay.
253;MATT;Best you can tell, she seems very honest.
254;MATT;She seems forthright.
255;MATT;You're used to the memory of your sister being this bright-eyed, cheerful, youngest of the bunch, and definitely a woman who sees the world with fresh eyes.
256;MATT;These eyes are different.
257;MATT;They're colder.
258;MATT;They're hardened.
259;MATT;"In ways, you're impressed; in ways, you're also immediately sad to see that that memory of your sister probably is no longer there."
260;TALIESIN;We're putting an end to the Briarwoods tonight.
261;TALIESIN;Before the sun sets.
262;TALIESIN;This is the end of them.
263;TALIESIN;It's all going to be over, and we're going to stop whatever it is they're doing under the city.
264;MATT;You say this.
265;MATT;We've tried twice.
266;TALIESIN;I know.
267;TALIESIN;This is it.
268;MATT;That's what the others thought.
269;MATT;You left me, you know.
270;TALIESIN;I know, and I'm so sorry.
271;MATT;Good.
272;MATT;Well, if we're going to do this, let's get ready.
273;TALIESIN;You're going to your room.
274;MATT;Yes, I am.
275;TALIESIN;To wait until this is over.
276;MATT;No.
277;MATT;No, I'm not.
278;MATT;I'm going to my room to get my things.
279;MATT;To get my mother's armor.
280;TALIESIN;(sputters) You're-- I don't think that's a very good idea.
281;MATT;You've been fighting them for what, a few days?
282;MATT;I've been fighting them for nearly three years.
283;MATT;You have no power over me, brother.
284;MATT;And if our goals are aligned to free this city, let's do it together.
285;MATT;But I don't have to listen to you.
286;TALIESIN;God, you're irritating.
287;TALIESIN;Fine.
288;TALIESIN;Ugh!
289;MATT;She walks out of the room.
290;MARISHA;Percy!
291;TALIESIN;She's so obnoxious.
292;TALIESIN;What?
293;MARISHA;You have a sister.
294;TALIESIN;Oh god, I do.
