;Player_Name;Transcription_Text
0;SAM;Hello, and welcome to Critical Role, with me, Sam Riegel.
1;SAM;Everyone else is away in various places so I'm the host for tonight, I'm running a one-off one-shot with my friends-- I hope they're my friends--
2;H MICHAEL;Yep!
3;SAM;We have-- yeah, we'll see.
4;SAM;I have lots of announcements and it's up to me to do them all, so I'll dive right in.
5;SAM;First one I'll need your help with.
6;SAM;Tonight's sponsor for Critical Role is Star Wars Battlefront II!
7;SAM;Star Wars Battlefront II releases tomorrow, the 17th of November, features a new single-player campaign where you can play as Iden Versio, commander of the Inferno Squad and Imperial Special Forces Unit.
8;YURI;(sings the Imperial March)
9;SAM;Yeah.
10;SAM;Multi-player mode allows you to battle across all three Star Wars eras, fight side-by-side with your favorite characters and experience the thrilling dogfights of starfighter battle.
11;SAM;And this is where I need your help.
12;SAM;Some of the awesome things you can do in the game are so cool they require sound effects.
13;SAM;Like, for instance, you can hurtle between the rooftops of Theed in a speeding starfighter--
14;ALL;(zooming)
15;SAM;Thank you.
16;H MICHAEL;Flying sounds!
17;SAM;As Darth Maul you can raise your lightsaber--
18;ALL;(deep humming)
19;SAM;--and slash through armies of clones.
20;ALL;(slashing)
21;SAM;You can also play as iconic Star Wars villains and heroes, including Emperor Palpatine--
22;ALL;Ooh!
23;YURI;DIE!
24;SAM;That's better.
25;SAM;Or Chewbacca--
26;ALL;(wookie noises)
27;SAM;Thank you.
28;SAM;Okay, great.
29;SAM;(laughter) It's available on PC, PS4, and XBox One tomorrow November 17th, get it!
30;SAM;Okay, next announcement.
31;SAM;Critical Role d20 sets are currently sold out.
32;SAM;Merch lord Arcade tells us they should be back in stock within a month.
33;SAM;Okay.
34;SAM;Next.
35;SAM;The art book--
36;YURI;Sam, it's okay, everything's okay!
37;SAM;There's so many announcements!
38;SAM;Usually we spread this around, but none of you--
39;H MICHAEL;Do you not trust us to read these pieces of paper?
40;SAM;Yeah, okay!
41;H MICHAEL;Oh boy.
42;SAM;H read, starting from art book there.
43;H MICHAEL;Starting from art book, okay.
44;H MICHAEL;All right, here we go.
45;H MICHAEL;Art book!
46;H MICHAEL;Both standard and deluxe editions available in the Alpha and Geek & Sundry store.
47;H MICHAEL;The deluxe edition is going fast, so act now!
48;H MICHAEL;While supplies last!
49;H MICHAEL;Or you will regret it for the rest of your goddamn life.
50;NOELLE;That is what it says actually, wow!
51;NOELLE;(accented) Episode 71 to 85 of the Critical Role-- (normal voice) I don't know why I'm doing that-- Critical Role podcast have been released into the wild this morning.
52;NOELLE;Make sure to check them out on iTunes, Google Play and criticalrolepodcast.geekandsundry.com.
53;NOELLE;I don't think I'm in those, so no rush.
54;MOLLY;Gosh.
55;MOLLY;The Critical Role podcast -- I'm assuming that's what CR stands for in this context-- is now available through the Amazon Alexa.
56;MOLLY;If you have one, simply ask Alexa to Open Critical Role and get started.
57;MOLLY;If you don't have one, go get it so you can listen that easily.
58;MOLLY;It is available on Amazon Echo, Echo Dot, Echo Plus, and other Alexa-enabled devices.
59;YURI;No Alexa, not critical bowl, not critical bowl!
60;MOLLY;No, Alexa, god damn it, Alexa.
61;STEFANIE;Issue number three of Critical Role Vox Machina: Origins comes out November 29th.
62;STEFANIE;Make sure to check it out on digital.darkhorse.com or Comixology.
63;STEFANIE;Christmas, holiday, Hanukkah spectacular--
64;YURI;For those who don't like to touch your comics or turn the pages with your fingers.
65;AMY;Yeah.
66;AMY;If you are at PAX Unplugged, make sure to go see Taliesin, Liam, Matt, and Marisha, they will be doing a panel in the main theater tomorrow at 1:00 to 2:30pm Eastern Standard Time.
67;STEFANIE;She added the pm.
68;AMY;I did add the pm, that is the after--
69;YURI;What if it's am?
70;AMY;I almost can 100% swear it is not 1:00 to 2:30am.
71;AMY;But we'll see.
72;AMY;I can't stop you from showing up at one am.
73;YURI;But then did you get this part?
74;AMY;Oh, and then, 5.30 to 7.30pm-- maybe-- in the Queue hall, they will be doing an autograph signing, it's going to be really exciting, and you can say hi to them, and then they'll say hi back, and they're all lovely people.
75;H MICHAEL;I do all of my autograph signings at 5:30 in the morning.
76;H MICHAEL;(laughter)
77;MOLLY;They're true fans.
78;YURI;Hashtag Force Grey finale in NYC, which I'm assuming is New York City, on Saturday 11/18, that's November 18th.
79;YURI;Matt, Joe, Marisha--
80;SAM;You're just literally reading what's there.
81;YURI;I'm literally reading what's there.
82;YURI;New episode of Madness came out today on projectalpha.com!
83;ALL;Wow!
84;YURI;See, you left that for the Hatter!
85;SAM;That's good.
86;YURI;We're already in sync, this is going to be so awesome!
