;Player_Name;Transcription_Text
0;MATT;Hello everyone, and welcome to tonight's episode of Critical Role!
1;MATT;Where a bunch of us nerdy-ass voice actors sit around, play Dungeons and Dragons, and shout obscenities a little late.
2;LAURA;Did it make it?
3;MATT;We'll find out, I'm sure.
4;LAURA;We'll find out.
5;MATT;Anyway, glad you guys could join us for tonight.
6;MATT;Tonight is not a typical episode, we are missing two of our cast members, and since we're in the throes of an interesting narrative, we wanted to push that off for a week.
7;MATT;Next week we return with Vox Machina's normal narrative as well as Jon Heder as a guest, which is going to be a lot of fun!
8;MATT;(cheering) However, this week, for the five members that we do have, we are going to have a fantastical Battle Royale.
9;MATT;A Level 17 Battle Royale.
10;MATT;The power level has definitely jumped since the last time we had one of these, I'm curious to see how it pans out.
11;MATT;Should be fun.
12;LAURA;By the way, I saw voting-- there was a poll to see who they thought would win.
13;MATT;Don't say anything yet!
14;MATT;Hold off on that.
15;MATT;Hold off on that.
16;LAURA;Okay.
17;MARISHA;I wonder how many people are going to lose money on us tonight.
18;SAM;Travis, you have something-- yes, right, right there.
19;TRAVIS;Where?
20;TRAVIS;Right here?
21;SAM;Yeah, right there.
22;SAM;There's a little something.
23;TRAVIS;Did I get it?
24;SAM;Yup.
25;MATT;Anyway.
26;MATT;So yeah, so real fast, just to get through our brief announcements for the day.
27;MATT;Me, Marisha, Taliesin, and Brian Foster will be flying out tomorrow, early, to Atlanta to join you guys at MomoCon.
28;MATT;We've been talking about it for a few weeks here.
29;MATT;We have a Talks Machina panel on Saturday.
30;MATT;Signings.
31;MATT;Other fun events, so please come join us if you're going to be out in that vicinity.
32;MATT;Next week after that a bunch of us are going to be at the Stream of Annihilation, a stream up at Seattle with the D&D folks, along with a bunch of other awesome D&D groups and streamers, High Rollers guys.
33;MATT;We've got Curse of Strahd folk.
34;MATT;A bunch of just really awesome people coming up.
35;MATT;We're going to be playing with some folks, I might be running a game, it will be fun.
36;MATT;But look forward to seeing you guys there.
37;MATT;Check us out.
38;MATT;We'll have more information to come out soon.
39;MATT;Then the week after that, I'm going to be at A-Kon in Dallas.
40;MATT;Because I apparently don't like having weekends.
41;TRAVIS;Are you allergic?
42;MATT;I need to work on that.
43;MATT;Planning is a problem, it catches up to you.
44;MATT;But anyway, I'll be out there for that in Dallas, Texas.
45;MATT;Hope to see you guys that weekend.
46;MATT;What else?
47;MATT;What else do people want to talk about?
48;TALIESIN;I think we're going to have our Wednesday Club this Wednesday.
49;TALIESIN;I think we're going to do Wonder Woman.
50;TALIESIN;We were having a straw poll, where I think we're going to be talking about Wonder Woman.
51;TRAVIS;That's kind of irrelevant right now, right?
52;TALIESIN;Yeah, we don't normally veer relevant, but we figure this is kind of a big deal so, you know, and it's an interesting conversation.
53;SAM;Have you ever done an episode about Groo the Wanderer?
54;TALIESIN;No, but I know of Groo.
55;TALIESIN;We don't know Groo well enough to really delve in.
56;SAM;If you do an episode on Groo, that's the one I'll watch.
57;TALIESIN;Not the one you'll be on?
58;SAM;No, no, no.
59;SAM;I'll watch it, though.
60;TALIESIN;You'll watch it, then?
61;SAM;Yeah, yeah.
62;SAM;I'm not going to go on your show.
63;TALIESIN;Okay.
64;TALIESIN;(laughter)
65;SAM;I could bring my comic collection on your show!
66;SAM;And show it off!
67;TRAVIS;You have a comic collection?
68;SAM;Yeah, man!
69;TRAVIS;More than ten?
70;TRAVIS;More than ten comics?
71;SAM;Yeah, I've got some good books, man.
72;TALIESIN;You gave me that really good comic book for-- was it Christmas last year?
73;TALIESIN;Or the year before, because I read it in Colorado, it was really nice.
74;MATT;Save your rolls, Laura.
75;LAURA;I had to test it!
76;MATT;I know.
77;MATT;I know you do.
78;LAURA;That was the Joe-dice.
79;MATT;Oh!
80;MATT;There you go!
81;LAURA;He's making it into the battle.
82;MATT;There you go.
83;MATT;You need to know who's in your corner, Laura.
84;LAURA;That's right.
85;MATT;All righty, guys.
86;MATT;If we don't have anything else to discuss, we're going to go ahead and dive into tonight's episode of Critical Role.
87;MATT;[dramatic music] All right, and welcome back, everybody!
88;MATT;So as part of tonight's Battle Royale, a couple of things that I want to put out there.
89;MATT;One: because we're at higher power levels, it may go quickly.
90;MATT;If it goes quickly, we may do a second round.
91;MATT;Which, keep in mind, whatever alliances or betrayals you endure that first round will probably be remembered for the second.
92;LAURA;Wait, wait, wait!
93;LAURA;Were we supposed to make alliances?
94;LAURA;!
95;SAM;Oh yeah, we all made alliances.
96;SAM;We all made alliances, Laura.
97;SAM;(laughter) It's all four of us against you.
98;TRAVIS;Yeah, raise your hand if you're on Team Right.
99;MARISHA;Table Right!
100;MATT;Laura, have you played Risk?
101;LAURA;Yes.
102;MATT;Risk is a game where you make alliances and then double-cross people.
103;MATT;It doesn't say it in the rules, but that's how it always happens.
104;MATT;That's what I assume will probably happen.
105;MATT;It may not!
106;MATT;You guys may surprise me!
