;Player_Name;Transcription_Text
0;SAM;Hey, everybody!
1;SAM;It's me, Sam Riegel!
2;SAM;Welcome to Not Critical Role!
3;SAM;I will be your host for the evening and Dungeon Master.
4;SAM;This is the first time I've ever done this, so treat me nicely and gently.
5;SAM;I will be guiding our players tonight through some sort of convoluted story that I've come up with.
6;SAM;My guests for this evening are ferociously handsome and attractive people.
7;SAM;Perhaps I can introduce them to you now.
8;SAM;Over here is cabbage-smelling Brian Foster.
9;SAM;Next to him is the fabulously talented and sultry Mary Elizabeth McGlynn.
10;SAM;Next to her is cute-as-a-button Ashly Burch.
11;SAM;Then my wife and yours, Liam O'Brien.
12;SAM;Next to him, playing his first ever game of Dungeons and Dragons--
13;ERIC;I just got off my Uber shift, and I am terrified right now.
14;SAM;This is Eric Bauza, man of a thousand voices.
15;SAM;He really doesn't know how to play at all, and didn't really practice.
16;LIAM;He knows six percent less than you!
17;SAM;Yeah, that's right!
18;SAM;I will be asking for a lot of help tonight from Liam O'Brien, as will Eric.
19;LIAM;And I'll turn to the right and ask Matt-- he's not here.
20;SAM;Matt and Marisha and the rest of the Critical Role gang are on the playa in Burning Man right now, so they can't be here.
21;SAM;Naked.
22;SAM;Humping each other.
23;SAM;So they can't be here tonight, but we're going to carry on without them and have a one-shot deal.
24;SAM;We have some announcements before we go, right, Liam?
25;LIAM;Yeah, I got some, you got some.
26;SAM;I'll start.
27;SAM;First, new merch, guys!
28;SAM;New merch available in the store right now.
29;SAM;This awesome shirt that says Dalen's Closet in Shamal Bay.
30;SAM;It's a little throwback to that little fun beach adventure we had with pranks and stuff.
31;SAM;Ooh, it's so soft.
32;LIAM;If you think that sleeves are bullshit, we have this one, as well.
33;SAM;Wow, that's such a beachy shirt!
34;ERIC;You get a great tan with that shirt.
35;SAM;Wow, I love it!
36;SAM;And it's available in the store already?
37;SAM;Now?
38;SAM;Go purchase it!
39;SAM;Go purchase the shirts.
40;BRIAN;I want to see Travis wear that when he works out.
41;LIAM;There's more stuff, though.
42;LIAM;Well, the Dagger Dagger Dagger shirt is back.
43;LIAM;I know that's not brand new, but it's new-ish.
44;LIAM;The Scanlan shirt is even less new-ish, but it's an amazing shirt, and it's still there.
45;LIAM;We have the aprons still, we have pencils, we have Tarot cards.
46;LIAM;I feel like going: ooh.
47;LIAM;"She's in the desert; she can't touch me right now."
48;LIAM;That's it.
49;SAM;So that's our merch update.
50;SAM;Liam and I will be tomorrow morning flying to Sacramento to do SacAnime.
51;SAM;Are you doing it, Mary?
52;MARY;No, I have to do a red-eye on Friday night to Dragon Con.
53;MARY;Yes, very exciting, to meet Mr. Steve Blum there.
54;MARY;I haven't met, I'm looking forward to it.
55;SAM;So we'll be in Sacramento for the weekend, me and Liam, doing stuff.
56;SAM;Come see us.
57;SAM;Come say hi if you're in the northern central California vicinity.
58;SAM;Sure.
59;SAM;Any other announcements, Liam?
60;LIAM;Yeah, we've got that art book coming out.
61;LIAM;If you want to get updates you can go over to geekandsundry.com/artbook and sign up for updates, and you'll get the latest.
62;LIAM;"And then also, Taliesin's not here; he's also naked in the desert, but on Wednesday he'll be back for Wednesday Club."
63;LIAM;In addition to everything they're going to be talking about, there will be a little scuttlebutt about the Critical Role comic book.
64;LIAM;We might show you the cover of the damn thing.
65;LIAM;Other things to announce about it, so tune in if you're curious.
66;BRIAN;There's Talks Machina Tuesday night.
67;SAM;Oh Jesus, Brian, come on.
68;BRIAN;It's shameless self promotion at this point.
69;BRIAN;But no, it's great, actually, to be a part of the show that I have been riding the coattails of this past year.
70;BRIAN;It's great to finally be a part of the actual show.
71;BRIAN;Tuesday nights, Talks Machina.
72;BRIAN;I'll talk to you guys afterward about who's going to be on, and then we'll announce.
