;Player_Name;Transcription_Text
0;LIAM;Good evening, and welcome to another episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around playing Dungeons and Dragons, which is what we're going to do this week, we're going to play some goddamn Dungeons and Dragons.
1;LIAM;I've had crap bouncing around my skull for two weeks.
2;LIAM;I don't know how Matthew does it.
3;LIAM;I don't ever want to do it again, but I'm excited for tonight.
4;LIAM;Ah, so welcome to my little one-shot.
5;TRAVIS;I love it.
6;LIAM;What can we talk about?
7;LIAM;Hey guys, pay attention to the video after our little welcome here, because there's going to be some extra stuff, and you guys, the cast, are verboten to look at your smart phones, watches and stuff.
8;TRAVIS;Verboten from social medias.
9;MARY;We won't see any of your texts.
10;TRAVIS;Yar.
11;MARY;That's all.
12;TRAVIS, MARY;(speaking German)
13;MARY;Yeah.
14;MARY;Well, that goes without saying.
15;LIAM;You're introducing the characters a little early, but that's okay.
16;ASHLY;What are they saying?
17;ASHLY;What's happening?
18;TRAVIS;It's okay, it's Spanish.
19;TRAVIS;(laughter)
20;LIAM;Hey, I'm so chomping at the bit to fall on my face, let's do our announcements so that we can get to it.
21;TRAVIS;Hey!
22;TRAVIS;This week's episode's brought to you by Lootcrate!
23;TRAVIS;The amazing Lootcrate, of which we have a new crate to unbox.
24;TRAVIS;Grab your boxes.
25;ASHLY;Oh, are we all doing it?
26;TRAVIS;Open up.
27;TRAVIS;This is their anti-hero box.
28;ASHLY;What?
29;ASHLY;Oh my god, what a charmed life we lead.
30;TRAVIS;This is their anti-hero box.
31;TRAVIS;Well look who's ahead of you, and immediately, I am greeted by an Archer shirt.
32;LAURA;It's so hard!
33;LAURA;Why are you guys so fast?
34;ASHLY;This table's losing.
35;MARY;Sterling Archer, oh my gosh.
36;LAURA;Oh, shit.
37;MARY;Ooh!
38;MARY;What size do you have?
39;ASHLY;I have a medium here.
40;MARY;We're going to switch boxes right now, tiny tiny.
41;TRAVIS;Dude, we have Kill Bill socks.
42;LIAM;Oh my gosh!
43;LIAM;It's the right hand of doom from Hellboy!
44;LIAM;Is this made just for me?
45;ASHLY;Hey, are these Kill Bill Socks?
46;LAURA;They are.
47;ASHLY;That's amazing.
48;LAURA;Hey look.
49;LAURA;World of Warcraft pins.
50;TRAVIS;You are the biggest Hellboy nerd I know.
51;LIAM;Stop the show!
52;LIAM;I'm going home!
53;MARY;Oh, World of Warcraft pins!
54;MARY;Everyone, please get the new expansion, it's fantastic.
55;TRAVIS;And Harley.
56;TRAVIS;Ah, Harley.
57;TRAVIS;Just waiting for Mr J.
58;ASHLY;Oh, puddin'!
59;TRAVIS;Woo!
60;TRAVIS;That is your anti-hero Lootcrate box that is out right now.
61;MARY;What is this?
62;LIAM;You turn the boxes inside out and they become something cool.
63;LIAM;Something to do with that.
64;TRAVIS;That's the Hellboy fist.
65;TRAVIS;Look at that.
66;TRAVIS;A sexual toy.
67;TRAVIS;A big red fist.
68;LAURA;Oh, look!
69;LAURA;It tells you how to do it!
70;LAURA;Transform your crate.
71;ASHLY;Into what?
72;LAURA;I don't know.
73;TRAVIS;And coming up, they have a speed-themed box.
74;LAURA;Oh my god, into a mallet.
75;TRAVIS;With a high-octane assortment of goodies, ranging from Batman, CW's The Flash, Arrow, Battlestar Galactica, Iron Man, Gone in 60 Seconds.
76;TRAVIS;It includes two collectibles, a figure, and, as always, our monthly t-shirt, and pan-speed.
77;TRAVIS;Coming next month.
78;TRAVIS;And if you have a style need, along with the speed collection, there are also some Sonic the Hedgehog socks.
79;TRAVIS;Being the voice of Knuckles, I don't know if they're red-- you know, because I'm clearly the fastest person in the show.
80;TRAVIS;They're probably blue?
81;TRAVIS;Fucking hell.
82;TRAVIS;All right, well, they're probably the little blue hedgehog's color.
83;MARY;But your Hellboy fist is red.
84;TRAVIS;That's right.
85;TRAVIS;And you also have a Transformer's wearable for your world-saving needs.
86;TRAVIS;And a MarioKart tee.
87;LAURA;And I think if you wear glasses, this shirt is 3D.
88;MARY;What?
89;LAURA;No, I'm making that up, but it would be really cool.
90;LIAM;Oh.
91;LIAM;I wish you weren't a liar.
92;TRAVIS;And as always, the promo code: Lootcrate.com/criticalrole.
93;TRAVIS;Three dollars off your subscription.
94;LIAM;Smooth.
95;TRAVIS;And a special message from this-- no, there's actually no special message.
96;TRAVIS;But maybe we'll work that in later.
97;MARY;China.
98;TRAVIS;Oh, really?
99;TRAVIS;(laughs) China.
100;ALL;Thanks, Lootcrate!
101;TRAVIS;I'm going to be walking around my house naked in an Archer t-shirt.
102;MARY;I've been getting the DX boxes?
103;MARY;Is that what they are, the DX boxes are flipping awesome as well.
104;TRAVIS;Aren't they?
105;MARY;They're amazing.
106;MARY;They're really legit, so go for it, dudes.
107;LAURA;Ah, legit.
108;TRAVIS;And the LootBags, the LootPackages...
109;MARY;Yeah.
110;MARY;I want to try the LootWear.
111;TRAVIS;Don't steal my stuff when the show is over.
112;MARY;Don't any of you guys touch my stuff.
113;LIAM;Is it?
114;LIAM;He's here!
115;LIAM;It's real!
116;LIAM;It's happening, it's happening!
117;LAURA;There's more!
118;TRAVIS;Come on in there.
119;TRAVIS;Come and sit down.
120;SAM;Hi, guys.
121;LIAM;Say Lootcrate three times.
122;SAM;Lootcrate, Lootcrate, Lootcrate?
123;ALL;Yeah!
124;SAM;You did it already?
125;LAURA;You missed it.
126;LAURA;Yep.
127;TRAVIS;The man is out of breath.
128;LIAM;As far as other announcements go, the only one that I'm aware of, please add in after me, but a bunch of us are going to SacAnime.
129;TRAVIS;Raise your hand.
130;TRAVIS;Oh, five of six.
131;LAURA;Minus one Ashly Burch.
132;MARY;Sorry, Ashly.
133;ASHLY;Yeah, it's fine.
134;ASHLY;Cool.
135;ASHLY;Cool, guys.
136;ASHLY;It's fine.
137;ASHLY;It's no big deal.
138;LIAM;Sacramento doesn't want you, Ashly.
139;MARY;That's right.
140;MARY;They told me.
141;ASHLY;I don't want them, either, so fuck it!
142;ASHLY;Whatever.
143;TRAVIS;We've got some super-sized carry-on luggage.
144;ASHLY;Fuck Sacramento!
145;ASHLY;I'll say it on air right now.
146;LAURA;No.
147;LAURA;Don't say that!
148;ASHLY;Fuck them all!
149;ASHLY;No, I actually really like SacAnime.
150;ASHLY;I've been there before.
151;ASHLY;They're great.
152;MARY;Have you guys been?
153;MARY;I've never been to SacAnime.
154;LAURA;You haven't?
155;MARY;It's my first.
156;MARY;Steve and I will be there Saturday and Sunday.
157;MARY;Steve Blum.
158;LIAM;I think I've been there eight or nine or maybe ten times.
159;LIAM;I don't know why.
160;TRAVIS;Friday, Saturday, and Sunday, we'll be there.
161;MARY;Are you going to be all right over there?
162;LAURA;Oh!
163;LAURA;I rolled two 20s in my pre-rolls.
164;ASHLY;Why would you do that now?
165;LAURA;I don't know!
166;LIAM;You know what?
167;LIAM;Later, you can slide them out, positioned like that.
168;LIAM;How's that?
169;LAURA;I like it.
170;LAURA;Thank you.
171;LAURA;I appreciate that, DM.
172;ASHLY;Yeah, thanks for letting us cheat.
173;LIAM;Okay, as a thin stream of wee goes down my leg, why don't we dig in?
174;LIAM;Let's cut to the video, because I'm so excited to go!
175;SAM;We're cutting to a video?
176;LIAM;Do you have any announcements?
177;LIAM;Is there anything fun in your life?
178;SAM;Yeah, we'll be at SacAnime--
179;ASHLY;Do you want to talk about Loot Crate, too?
180;SAM;I... nope?
181;SAM;(laughter)
182;LIAM;All right, well.
183;LIAM;We'll be right back.
184;LIAM;[dramatic music] Hey there, friends.
185;LIAM;Let me ask you something: Chroma Conclave got you down?
186;LIAM;Aw, sure it does.
187;LIAM;That's a heavy scene, man.
188;LIAM;Remember when things were simpler?
189;LIAM;When the biggest threats around were an eyeball under a mountain and a Bohemian power couple?
190;LIAM;(sighs) Good times.
191;LIAM;Hey, what do you say we turn the clock back a bit?
192;LIAM;Welcome back to Emon, before the dragons came.
193;LIAM;Anyone in the mood for a heist job?
194;LIAM;Okay, let's go over what we're doing tonight.
195;LIAM;Everybody remember this gentleman, Spireling Shenn?
196;LIAM;Yeah, I like the look of this guy.
197;LIAM;You probably recall him attempting to reach a business arrangement between the Clasp and Vox Machina in the days after Emon fell.
198;LIAM;It didn't really pan out, and that's okay.
199;LIAM;He's always been a busy guy, has multiple irons in the fire on any given day, and on this cold and rainy evening, he simply needs something retrieved for him.
200;LIAM;Something important.
201;LIAM;Only trouble is, it belongs to someone else.
202;LIAM;Someone who'd rather not part with it.
203;LIAM;This is Adelaide Bluebutton, better known as the Shrew.
204;LIAM;Adelaide is a rather successful businesswoman here in Emon.
205;LIAM;She buys and sells exotic curiosities from all the far-flung corners of the world, mostly on the black market.
206;LIAM;"Oh, and she's really good at money laundering, too, which the Clasp would know; they've used her extensively in the past."
207;LIAM;Had a bit of a falling-out in recent months, though.
208;LIAM;The Clasp invited her to join them, but Adelaide wasn't interested, and with her business growing the way it was-- well, the Clasp prefers people they can control.
209;LIAM;And by the way, if you're by any chance wondering how she came by the moniker The Shrew, she earned it.
210;LIAM;Bluebutton is as mean a son of a bitch as you will ever meet.
211;LIAM;A visiting merchant once tried to get the drop on her and steal her wares.
212;LIAM;She ripped his arms off without lifting a finger.
213;LIAM;But a mark is a mark, and Spireling Shenn wants something specific.
214;LIAM;Earlier this year, Adelaide acquired an emerald as big as a cantaloupe: Tagmut's Eye.
215;LIAM;Priceless.
216;LIAM;That is a substantial amount of capital that the Clasp could bend to its purposes.
217;LIAM;That's where these guys come in.
218;LIAM;This is Tarvis.
219;LIAM;Yes, that is the name Travis went with.
220;LIAM;He's an assassin-- a good one.
