;Player_Name;Transcription_Text
0;MATT;Welcome, everyone, to tonight's episode of Critical Role, where a bunch of us nerdy-ass voice actors sit around and play Dungeons & Dragons.
1;MATT;My name is Matthew Mercer, I'm the Dungeon Master.
2;MATT;For those who are returning, good to see you again, and for those for the first time, welcome, and hopefully you're not too lost.
3;MATT;So, Sam is on his way right now, being in the usual traffic from wherever he comes from, being a professional.
4;MATT;Having a career that's functional and perpetually busy.
5;MATT;Get here soon, Sam!
6;MATT;Quickly, please!
7;MATT;Drive safe.
8;MATT;Don't drive with children in the street.
9;MATT;Apparently, that was confusion from last time.
10;MATT;People thought that he was actually driving in children.
11;MATT;Like, he had problems with children and traffic, and thought children in traffic.
12;MATT;So, keep your children out of traffic, if you don't mind.
13;MATT;That's a general Critical Role request.
14;MARISHA;PSA.
15;MATT;PSA, yeah.
16;MATT;Before we get started in this, first and foremost, I want to say hello to our guest for the evening, Mr. Chris Hardwick.
17;MATT;(cheering)
18;CHRIS;Good to be here.
19;MATT;Glad you could join us for tonight's game.
20;CHRIS;Also very excited to be here on Ravenclaw Appreciation Day: the best house, of course.
21;MARISHA;Yes, that's true.
22;CHRIS;Wit beyond measure is man's greatest treasure.
23;LAURA;Hufflepuff!
24;CHRIS;Well...
25;TALIESIN;Slytherin.
26;TALIESIN;Slytherin.
27;TALIESIN;Ravenclaw's pretty good.
28;TALIESIN;Pretty good.
29;CHRIS;If by good, you mean the best.
30;MATT;There you go.
31;CHRIS;I'm sorry, there's no--
32;SAM;Oh, shit!
33;SAM;This is so awkward.
34;TALIESIN;I thought we called you.
35;CHRIS;Can you stand near the bear?
36;LAURA;His name is Trinket, all right?
37;SAM;Is this how I was fired from the show?
38;CHRIS;We thought we would do it on the livestream just to really help capture the traffic that that would bring.
39;SAM;Good luck.
40;SAM;I think you're going to do great.
41;SAM;These guys will take care of you.
42;CHRIS;I've been working with this guy for the last couple of years on Sanjay & Craig.
43;CHRIS;He gets all businessy, he's a responsible adult in the workplace.
44;MATT;And then he comes here.
45;SAM;And then I come here.
46;SAM;You're not, you're the same.
47;CHRIS;I can't wait to see this other side.
48;SAM;Where am I supposed to sit?!
49;SAM;Right here?
50;MATT;Right there, yeah.
51;MATT;Just scoot in.
52;SAM;Is that true?
53;SAM;I don't know.
54;SAM;Are we scooting over?
55;CHRIS;I would move over, but I need both.
56;CHRIS;My legs are--
57;SAM;This is the most awkward.
58;TALIESIN;It's like a New York subway over here.
59;CHRIS;Can you just rappel down that?
60;MATT;There we go.
61;LAURA;This is so awkward.
62;SAM;I love it.
63;SAM;No, no, I've got the half-table at the end here.
64;SAM;It's great.
65;CHRIS;Matt, I don't like having people on my right side.
66;CHRIS;Is this weird?
67;MATT;If becomes a problem, just raise your hand and scream.
68;CHRIS;It's already a problem.
69;MATT;Oh, damn it!
70;MARISHA;I'm technically at the end.
71;MARISHA;This is on Chris, really.
72;LIAM;Can you scoot the whole bench down on this side?
73;LAURA;Yeah, scoot the bench down.
74;LAURA;Look at how far the bench is on our side.
75;TRAVIS;Put the leg of the table between here.
76;MATT;Very well-oiled machine, Critical Role.
77;LAURA;Thanks for joining us this week.
78;MATT;The utmost of presentory quality we promise to you on a weekly basis.
79;MATT;Thank you for joining us.
80;MATT;All right, so.
